Ratio,GaussianRatioBeta,AR1RatioBeta,GaussianRatioTrace,AR1RatioTrace,Gaussian_P05,Gaussian_P20,Gaussian_P35,Gaussian_P50,Gaussian_P65,Gaussian_P80,Gaussian_P95,Gaussian_Prob_Lt_1.00,Gaussian_Prob_Lt_3.16,Gaussian_Prob_Lt_10.00,Gaussian_Prob_Lt_31.62,Gaussian_Prob_Lt_100.00,AR1_P05,AR1_P20,AR1_P35,AR1_P50,AR1_P65,AR1_P80,AR1_P95,AR1_Prob_Lt_1.00,AR1_Prob_Lt_3.16,AR1_Prob_Lt_10.00,AR1_Prob_Lt_31.62,AR1_Prob_Lt_100.00
4.497311,1.481400,0.012323,0.033067,0.001729,0.639684,0.726993,0.782454,0.830861,0.879192,0.944388,1.062837,0.899000,1.000000,1.000000,1.000000,1.000000,2.775468,3.338068,3.713303,4.007666,4.366052,4.921477,6.116186,0.000000,0.148000,0.999000,1.000000,1.000000
4.518091,1.488244,0.012379,0.033219,0.001737,0.632714,0.728075,0.779576,0.826134,0.877102,0.941489,1.054565,0.903000,1.000000,1.000000,1.000000,1.000000,2.751433,3.331293,3.682983,4.004309,4.368542,4.901014,6.085667,0.000000,0.149000,0.999000,1.000000,1.000000
4.538966,1.495121,0.012437,0.033373,0.001745,0.634905,0.723629,0.776082,0.823288,0.871939,0.937239,1.052372,0.912000,1.000000,1.000000,1.000000,1.000000,2.755445,3.304607,3.667480,3.969295,4.344113,4.883435,6.073387,0.000000,0.152000,0.999000,1.000000,1.000000
4.559938,1.502029,0.012494,0.033527,0.001753,0.631548,0.720322,0.772536,0.820939,0.869096,0.934098,1.050448,0.919000,1.000000,1.000000,1.000000,1.000000,2.734494,3.295819,3.652272,3.955229,4.329793,4.859883,6.073154,0.000000,0.156000,0.999000,1.000000,1.000000
4.581007,1.508969,0.012552,0.033682,0.001761,0.627693,0.718920,0.768345,0.815705,0.862034,0.925300,1.043983,0.921000,1.000000,1.000000,1.000000,1.000000,2.726421,3.282060,3.646279,3.921531,4.322561,4.834582,6.021378,0.000000,0.163000,0.999000,1.000000,1.000000
4.602173,1.515941,0.012610,0.033838,0.001769,0.631147,0.716753,0.764669,0.812417,0.861714,0.922262,1.036341,0.930000,1.000000,1.000000,1.000000,1.000000,2.719969,3.266586,3.606777,3.905040,4.270251,4.787727,5.950966,0.000000,0.162000,0.999000,1.000000,1.000000
4.623437,1.522945,0.012668,0.033994,0.001778,0.631503,0.714428,0.765925,0.808957,0.858559,0.919894,1.037607,0.928000,1.000000,1.000000,1.000000,1.000000,2.689333,3.263672,3.587798,3.905358,4.258412,4.770330,5.907595,0.000000,0.162000,0.999000,1.000000,1.000000
4.644799,1.529982,0.012727,0.034151,0.001786,0.627118,0.714349,0.760182,0.804781,0.854053,0.915933,1.032489,0.928000,1.000000,1.000000,1.000000,1.000000,2.667329,3.241143,3.585167,3.868044,4.238644,4.745690,5.893972,0.000000,0.165000,0.999000,1.000000,1.000000
4.666260,1.537051,0.012785,0.034309,0.001794,0.630793,0.710119,0.757004,0.799250,0.850554,0.906776,1.022207,0.930000,1.000000,1.000000,1.000000,1.000000,2.660966,3.215497,3.561100,3.826054,4.215540,4.723800,5.887153,0.000000,0.176000,1.000000,1.000000,1.000000
4.687820,1.544153,0.012844,0.034467,0.001802,0.625083,0.704851,0.756640,0.795588,0.846945,0.903875,1.020401,0.930000,1.000000,1.000000,1.000000,1.000000,2.661302,3.197527,3.549340,3.817585,4.200777,4.715919,5.858263,0.000000,0.183000,0.999000,1.000000,1.000000
4.709480,1.551287,0.012904,0.034627,0.001811,0.622474,0.700138,0.752612,0.794605,0.843193,0.899343,1.011133,0.938000,1.000000,1.000000,1.000000,1.000000,2.663371,3.181995,3.544354,3.790125,4.193282,4.683965,5.831531,0.000000,0.195000,0.999000,1.000000,1.000000
4.731240,1.558455,0.012963,0.034787,0.001819,0.617296,0.697948,0.749210,0.790064,0.837633,0.893003,1.006519,0.944000,1.000000,1.000000,1.000000,1.000000,2.666708,3.161593,3.530899,3.771231,4.162773,4.665942,5.802252,0.000000,0.202000,1.000000,1.000000,1.000000
4.753100,1.565656,0.013023,0.034947,0.001827,0.614530,0.692406,0.744653,0.789871,0.833848,0.889462,1.000030,0.949000,1.000000,1.000000,1.000000,1.000000,2.608337,3.157920,3.492469,3.764616,4.128396,4.637862,5.790113,0.000000,0.203000,1.000000,1.000000,1.000000
4.775062,1.572890,0.013084,0.035109,0.001836,0.611341,0.691310,0.744488,0.786073,0.828899,0.883062,0.998777,0.952000,1.000000,1.000000,1.000000,1.000000,2.617072,3.145260,3.483204,3.752067,4.124834,4.643689,5.757486,0.000000,0.209000,1.000000,1.000000,1.000000
4.797124,1.580157,0.013144,0.035271,0.001844,0.612185,0.687711,0.741773,0.782127,0.827368,0.878415,0.994489,0.954000,1.000000,1.000000,1.000000,1.000000,2.619709,3.132682,3.460922,3.736761,4.102183,4.616652,5.729838,0.000000,0.214000,1.000000,1.000000,1.000000
4.819289,1.587458,0.013205,0.035434,0.001853,0.608386,0.683186,0.735598,0.778653,0.823198,0.876482,0.986594,0.957000,1.000000,1.000000,1.000000,1.000000,2.617114,3.121621,3.443207,3.721609,4.075966,4.572491,5.728181,0.000000,0.218000,1.000000,1.000000,1.000000
4.841556,1.594793,0.013266,0.035598,0.001861,0.608222,0.682421,0.732556,0.773903,0.818037,0.873529,0.981006,0.962000,1.000000,1.000000,1.000000,1.000000,2.588398,3.120387,3.434466,3.697547,4.063720,4.540897,5.681881,0.000000,0.216000,1.000000,1.000000,1.000000
4.863926,1.602161,0.013327,0.035762,0.001870,0.604839,0.682078,0.731174,0.770708,0.816363,0.870317,0.981633,0.965000,1.000000,1.000000,1.000000,1.000000,2.579840,3.097122,3.434802,3.689960,4.034326,4.537243,5.660531,0.000000,0.225000,1.000000,1.000000,1.000000
4.886400,1.609564,0.013389,0.035927,0.001879,0.605521,0.678904,0.729219,0.769369,0.812974,0.867404,0.980229,0.962000,1.000000,1.000000,1.000000,1.000000,2.550959,3.077978,3.409327,3.674334,4.042471,4.535702,5.551639,0.000000,0.227000,1.000000,1.000000,1.000000
4.908977,1.617001,0.013450,0.036093,0.001887,0.600497,0.674295,0.724495,0.763967,0.810159,0.862408,0.973695,0.969000,1.000000,1.000000,1.000000,1.000000,2.538390,3.060916,3.394135,3.666996,4.017057,4.498931,5.582883,0.000000,0.237000,1.000000,1.000000,1.000000
4.931658,1.624472,0.013513,0.036260,0.001896,0.598894,0.673664,0.721568,0.760571,0.807258,0.858375,0.971320,0.964000,1.000000,1.000000,1.000000,1.000000,2.549619,3.051346,3.360778,3.652001,4.006829,4.477310,5.496617,0.000000,0.251000,1.000000,1.000000,1.000000
4.954445,1.631978,0.013575,0.036428,0.001905,0.594087,0.670278,0.718665,0.758275,0.802793,0.856635,0.964109,0.967000,1.000000,1.000000,1.000000,1.000000,2.548056,3.041185,3.358488,3.620491,3.987689,4.450749,5.393265,0.000000,0.256000,1.000000,1.000000,1.000000
4.977336,1.639518,0.013638,0.036596,0.001914,0.595069,0.669127,0.715435,0.757885,0.799687,0.853426,0.960738,0.971000,1.000000,1.000000,1.000000,1.000000,2.529354,3.027233,3.353379,3.607213,3.966823,4.426058,5.367067,0.000000,0.255000,1.000000,1.000000,1.000000
5.000334,1.647093,0.013701,0.036765,0.001922,0.594822,0.667488,0.712722,0.753184,0.799329,0.849016,0.948752,0.972000,1.000000,1.000000,1.000000,1.000000,2.525022,3.010843,3.343187,3.601893,3.929397,4.413461,5.363564,0.000000,0.256000,1.000000,1.000000,1.000000
5.023437,1.654704,0.013764,0.036935,0.001931,0.592831,0.663078,0.711425,0.749479,0.794464,0.845903,0.950735,0.978000,1.000000,1.000000,1.000000,1.000000,2.524397,2.989291,3.324274,3.593428,3.930713,4.381579,5.338786,0.000000,0.264000,1.000000,1.000000,1.000000
5.046648,1.662349,0.013828,0.037106,0.001940,0.590066,0.662090,0.706818,0.748295,0.791167,0.844952,0.939570,0.977000,1.000000,1.000000,1.000000,1.000000,2.513184,2.982677,3.297908,3.563978,3.902120,4.367564,5.365770,0.000000,0.273000,1.000000,1.000000,1.000000
5.069966,1.670030,0.013892,0.037277,0.001949,0.584632,0.659730,0.702816,0.747960,0.790338,0.840170,0.939954,0.978000,1.000000,1.000000,1.000000,1.000000,2.502540,2.966737,3.289378,3.545571,3.877484,4.335978,5.364426,0.000000,0.284000,1.000000,1.000000,1.000000
5.093391,1.677746,0.013956,0.037449,0.001958,0.578888,0.658073,0.698824,0.745019,0.784703,0.836018,0.934527,0.983000,1.000000,1.000000,1.000000,1.000000,2.494048,2.971764,3.266954,3.520012,3.861129,4.332353,5.321433,0.000000,0.288000,1.000000,1.000000,1.000000
5.116924,1.685498,0.014020,0.037622,0.001967,0.578411,0.652750,0.697911,0.742654,0.781431,0.835483,0.932368,0.984000,1.000000,1.000000,1.000000,1.000000,2.476548,2.957600,3.254635,3.518910,3.843919,4.303352,5.240553,0.000000,0.296000,1.000000,1.000000,1.000000
5.140567,1.693286,0.014085,0.037796,0.001976,0.574469,0.650614,0.694280,0.739320,0.779309,0.831233,0.930889,0.986000,1.000000,1.000000,1.000000,1.000000,2.463738,2.939149,3.244752,3.506218,3.819760,4.264576,5.267417,0.000000,0.305000,1.000000,1.000000,1.000000
5.164318,1.701109,0.014150,0.037971,0.001985,0.575309,0.650641,0.692049,0.735301,0.773935,0.826616,0.928930,0.987000,1.000000,1.000000,1.000000,1.000000,2.446587,2.922835,3.237612,3.496692,3.810167,4.260893,5.243298,0.000000,0.311000,1.000000,1.000000,1.000000
5.188180,1.708969,0.014215,0.038146,0.001995,0.574350,0.647457,0.688708,0.731043,0.770875,0.824634,0.930612,0.986000,1.000000,1.000000,1.000000,1.000000,2.439880,2.920696,3.223500,3.475618,3.778989,4.253599,5.227324,0.000000,0.319000,1.000000,1.000000,1.000000
5.212151,1.716865,0.014281,0.038323,0.002004,0.571669,0.644076,0.686115,0.728104,0.768809,0.821314,0.924044,0.989000,1.000000,1.000000,1.000000,1.000000,2.431645,2.899165,3.189854,3.470498,3.768628,4.212847,5.182843,0.000000,0.333000,1.000000,1.000000,1.000000
5.236234,1.724798,0.014347,0.038500,0.002013,0.568672,0.641456,0.685625,0.725675,0.767374,0.818783,0.921893,0.991000,1.000000,1.000000,1.000000,1.000000,2.441505,2.893217,3.176520,3.450438,3.750843,4.213961,5.139582,0.000000,0.339000,1.000000,1.000000,1.000000
5.260427,1.732767,0.014413,0.038678,0.002022,0.563972,0.639275,0.683741,0.723194,0.763943,0.816152,0.912819,0.995000,1.000000,1.000000,1.000000,1.000000,2.421644,2.878874,3.158869,3.433475,3.741541,4.185652,5.122697,0.000000,0.355000,1.000000,1.000000,1.000000
5.284733,1.740774,0.014480,0.038856,0.002032,0.561352,0.639441,0.679720,0.719371,0.765249,0.812155,0.913218,0.995000,1.000000,1.000000,1.000000,1.000000,2.411735,2.859456,3.128098,3.426322,3.723695,4.162029,5.088705,0.000000,0.373000,1.000000,1.000000,1.000000
5.309150,1.748817,0.014547,0.039036,0.002041,0.561212,0.633079,0.678755,0.714995,0.760385,0.807671,0.907087,0.995000,1.000000,1.000000,1.000000,1.000000,2.401958,2.850700,3.117291,3.414341,3.688606,4.171762,5.094035,0.000000,0.374000,1.000000,1.000000,1.000000
5.333681,1.756897,0.014614,0.039216,0.002051,0.560318,0.629778,0.675405,0.713585,0.756157,0.808675,0.902895,0.996000,1.000000,1.000000,1.000000,1.000000,2.402665,2.841067,3.095186,3.386508,3.693115,4.151907,5.054648,0.000000,0.381000,1.000000,1.000000,1.000000
5.358325,1.765015,0.014682,0.039397,0.002060,0.556042,0.627759,0.670503,0.709320,0.751743,0.802300,0.895882,0.997000,1.000000,1.000000,1.000000,1.000000,2.391285,2.823415,3.087103,3.383131,3.697215,4.153742,5.021974,0.000000,0.388000,1.000000,1.000000,1.000000
5.383082,1.773170,0.014749,0.039579,0.002070,0.557157,0.625089,0.667222,0.707002,0.748351,0.797934,0.889565,0.996000,1.000000,1.000000,1.000000,1.000000,2.366288,2.821517,3.079824,3.366164,3.672133,4.144934,5.044344,0.000000,0.398000,1.000000,1.000000,1.000000
5.407955,1.781362,0.014818,0.039762,0.002079,0.553339,0.622605,0.665805,0.703777,0.746546,0.795294,0.884918,0.995000,1.000000,1.000000,1.000000,1.000000,2.379567,2.799113,3.066220,3.341858,3.674027,4.109895,4.962527,0.000000,0.402000,1.000000,1.000000,1.000000
5.432942,1.789593,0.014886,0.039946,0.002089,0.552341,0.620478,0.662449,0.699471,0.740636,0.791269,0.876896,0.997000,1.000000,1.000000,1.000000,1.000000,2.343162,2.768127,3.050968,3.310532,3.665087,4.083844,4.944543,0.000000,0.411000,1.000000,1.000000,1.000000
5.458044,1.797862,0.014955,0.040131,0.002098,0.553636,0.617995,0.658739,0.696842,0.737281,0.788649,0.875411,0.997000,1.000000,1.000000,1.000000,1.000000,2.339860,2.766632,3.023475,3.309545,3.650068,4.075101,4.956991,0.000000,0.413000,1.000000,1.000000,1.000000
5.483263,1.806169,0.015024,0.040316,0.002108,0.550663,0.616914,0.658186,0.695558,0.733588,0.785349,0.871061,0.995000,1.000000,1.000000,1.000000,1.000000,2.343303,2.760086,3.016891,3.301579,3.633687,4.063371,4.893306,0.000000,0.425000,1.000000,1.000000,1.000000
5.508598,1.814514,0.015093,0.040502,0.002118,0.548005,0.616759,0.654400,0.693800,0.730482,0.779228,0.868716,0.998000,1.000000,1.000000,1.000000,1.000000,2.327525,2.743058,3.005061,3.295715,3.618805,4.055817,4.857226,0.000000,0.430000,1.000000,1.000000,1.000000
5.534050,1.822898,0.015163,0.040689,0.002128,0.545922,0.612130,0.650941,0.691611,0.725786,0.777091,0.870004,0.999000,1.000000,1.000000,1.000000,1.000000,2.287781,2.719492,2.992215,3.289537,3.615765,4.037055,4.863965,0.000000,0.429000,1.000000,1.000000,1.000000
5.559619,1.831320,0.015233,0.040877,0.002137,0.543174,0.608793,0.647602,0.688190,0.726171,0.774961,0.861304,0.998000,1.000000,1.000000,1.000000,1.000000,2.285972,2.703502,2.976478,3.268512,3.618715,4.035603,4.854414,0.000000,0.443000,1.000000,1.000000,1.000000
5.585307,1.839782,0.015304,0.041066,0.002147,0.539461,0.609159,0.646130,0.683448,0.724814,0.770405,0.859436,0.999000,1.000000,1.000000,1.000000,1.000000,2.283975,2.707804,2.974263,3.260136,3.585275,3.982231,4.795069,0.000000,0.454000,1.000000,1.000000,1.000000
5.611113,1.848282,0.015374,0.041256,0.002157,0.539315,0.603870,0.643609,0.681625,0.722422,0.766416,0.857764,0.999000,1.000000,1.000000,1.000000,1.000000,2.283089,2.702578,2.966002,3.237259,3.573945,3.974159,4.744044,0.000000,0.462000,1.000000,1.000000,1.000000
5.637039,1.856822,0.015445,0.041447,0.002167,0.539293,0.607522,0.641892,0.678914,0.718956,0.761248,0.853717,0.999000,1.000000,1.000000,1.000000,1.000000,2.269388,2.687517,2.955926,3.219589,3.553891,3.936863,4.734629,0.000000,0.476000,1.000000,1.000000,1.000000
5.663085,1.865401,0.015517,0.041638,0.002177,0.539548,0.601934,0.640371,0.677499,0.717251,0.757652,0.853858,0.999000,1.000000,1.000000,1.000000,1.000000,2.246387,2.666962,2.928453,3.211986,3.541181,3.936329,4.706927,0.000000,0.478000,1.000000,1.000000,1.000000
5.689250,1.874020,0.015588,0.041830,0.002187,0.534978,0.598217,0.636432,0.673622,0.709569,0.751602,0.846913,0.999000,1.000000,1.000000,1.000000,1.000000,2.220506,2.662862,2.932546,3.188103,3.521252,3.930902,4.674984,0.000000,0.493000,1.000000,1.000000,1.000000
5.715537,1.882679,0.015660,0.042024,0.002197,0.532900,0.597333,0.634775,0.671445,0.708552,0.750432,0.844491,1.000000,1.000000,1.000000,1.000000,1.000000,2.223822,2.638947,2.908398,3.183435,3.526352,3.910061,4.682318,0.000000,0.490000,1.000000,1.000000,1.000000
5.741945,1.891378,0.015733,0.042218,0.002208,0.532096,0.595350,0.632105,0.668487,0.705969,0.748931,0.842118,1.000000,1.000000,1.000000,1.000000,1.000000,2.225434,2.637740,2.888232,3.180232,3.503791,3.899495,4.681171,0.000000,0.489000,1.000000,1.000000,1.000000
5.768476,1.900117,0.015805,0.042413,0.002218,0.531946,0.592613,0.630201,0.665867,0.699365,0.741809,0.839797,1.000000,1.000000,1.000000,1.000000,1.000000,2.227257,2.624084,2.893653,3.173556,3.495345,3.872302,4.623099,0.000000,0.499000,1.000000,1.000000,1.000000
5.795128,1.908896,0.015878,0.042609,0.002228,0.526740,0.592451,0.627275,0.661224,0.697211,0.738812,0.834491,1.000000,1.000000,1.000000,1.000000,1.000000,2.219142,2.607396,2.880789,3.151003,3.476304,3.865477,4.568719,0.000000,0.503000,1.000000,1.000000,1.000000
5.821904,1.917716,0.015952,0.042806,0.002238,0.526777,0.590870,0.625599,0.661197,0.694157,0.738951,0.827811,1.000000,1.000000,1.000000,1.000000,1.000000,2.215035,2.618286,2.868706,3.134935,3.475506,3.825110,4.588431,0.000000,0.508000,1.000000,1.000000,1.000000
5.848804,1.926577,0.016026,0.043004,0.002249,0.526548,0.587936,0.622874,0.657493,0.694248,0.735816,0.824696,1.000000,1.000000,1.000000,1.000000,1.000000,2.216081,2.591740,2.861737,3.129424,3.446207,3.804201,4.589715,0.000000,0.515000,1.000000,1.000000,1.000000
5.875828,1.935478,0.016100,0.043202,0.002259,0.522541,0.587153,0.621777,0.655529,0.690506,0.730991,0.822371,1.000000,1.000000,1.000000,1.000000,1.000000,2.192862,2.572922,2.848163,3.119176,3.410272,3.781754,4.573140,0.000000,0.523000,1.000000,1.000000,1.000000
5.902977,1.944421,0.016174,0.043402,0.002269,0.522163,0.586090,0.619702,0.653046,0.688232,0.731365,0.814307,1.000000,1.000000,1.000000,1.000000,1.000000,2.187156,2.570319,2.854461,3.108409,3.395513,3.773405,4.570386,0.000000,0.529000,1.000000,1.000000,1.000000
5.930251,1.953405,0.016249,0.043602,0.002280,0.518779,0.584933,0.616877,0.651024,0.682468,0.727719,0.810991,1.000000,1.000000,1.000000,1.000000,1.000000,2.177865,2.553721,2.826365,3.080894,3.373005,3.755401,4.555471,0.000000,0.540000,1.000000,1.000000,1.000000
5.957651,1.962431,0.016324,0.043804,0.002290,0.517933,0.583070,0.615108,0.648604,0.678869,0.727048,0.808477,1.000000,1.000000,1.000000,1.000000,1.000000,2.188305,2.549280,2.818501,3.066564,3.359250,3.735232,4.545095,0.000000,0.545000,1.000000,1.000000,1.000000
5.985178,1.971498,0.016399,0.044006,0.002301,0.514648,0.579895,0.612526,0.644693,0.676733,0.723943,0.803383,1.000000,1.000000,1.000000,1.000000,1.000000,2.182031,2.518784,2.809830,3.046721,3.331522,3.711512,4.526781,0.000000,0.555000,1.000000,1.000000,1.000000
6.012832,1.980607,0.016475,0.044210,0.002312,0.513323,0.577731,0.609891,0.641728,0.675004,0.724857,0.795982,1.000000,1.000000,1.000000,1.000000,1.000000,2.176163,2.488715,2.791650,3.039937,3.330340,3.697005,4.510715,0.000000,0.561000,1.000000,1.000000,1.000000
6.040614,1.989758,0.016551,0.044414,0.002322,0.511536,0.576069,0.607296,0.638787,0.673501,0.721883,0.790668,1.000000,1.000000,1.000000,1.000000,1.000000,2.169458,2.501338,2.766094,3.016478,3.306237,3.682779,4.471553,0.000000,0.561000,1.000000,1.000000,1.000000
6.068524,1.998952,0.016628,0.044619,0.002333,0.510436,0.572214,0.605936,0.637469,0.670041,0.718712,0.787122,1.000000,1.000000,1.000000,1.000000,1.000000,2.137322,2.500456,2.752875,3.013299,3.303161,3.673125,4.455878,0.000000,0.577000,1.000000,1.000000,1.000000
6.096563,2.008188,0.016704,0.044825,0.002344,0.504900,0.568710,0.605639,0.635021,0.668125,0.713070,0.782581,1.000000,1.000000,1.000000,1.000000,1.000000,2.136379,2.484202,2.749451,3.004168,3.283505,3.660500,4.469898,0.000000,0.590000,1.000000,1.000000,1.000000
6.124732,2.017467,0.016782,0.045032,0.002355,0.502522,0.567591,0.601399,0.631009,0.667121,0.710164,0.784396,1.000000,1.000000,1.000000,1.000000,1.000000,2.130441,2.474442,2.730867,2.990623,3.261264,3.661290,4.426199,0.000000,0.602000,1.000000,1.000000,1.000000
6.153031,2.026788,0.016859,0.045240,0.002366,0.505235,0.564838,0.600071,0.628333,0.663383,0.708014,0.781682,1.000000,1.000000,1.000000,1.000000,1.000000,2.111586,2.463935,2.714738,2.982251,3.229069,3.636656,4.394060,0.000000,0.609000,1.000000,1.000000,1.000000
6.181460,2.036153,0.016937,0.045449,0.002377,0.503475,0.564530,0.600137,0.626062,0.661665,0.707177,0.778902,1.000000,1.000000,1.000000,1.000000,1.000000,2.099229,2.451392,2.692878,2.955935,3.232500,3.616578,4.356608,0.000000,0.611000,1.000000,1.000000,1.000000
6.210021,2.045561,0.017015,0.045659,0.002388,0.499275,0.562988,0.595675,0.623923,0.659668,0.704252,0.775281,1.000000,1.000000,1.000000,1.000000,1.000000,2.092574,2.441897,2.674140,2.931116,3.208795,3.572978,4.310589,0.000000,0.623000,1.000000,1.000000,1.000000
6.238714,2.055012,0.017094,0.045870,0.002399,0.499087,0.560724,0.593921,0.624225,0.658195,0.698724,0.775816,1.000000,1.000000,1.000000,1.000000,1.000000,2.104271,2.423682,2.656550,2.909398,3.177463,3.575540,4.270104,0.000000,0.639000,1.000000,1.000000,1.000000
6.267540,2.064507,0.017173,0.046082,0.002410,0.495717,0.557806,0.590894,0.620884,0.654489,0.698254,0.775133,1.000000,1.000000,1.000000,1.000000,1.000000,2.096029,2.418949,2.645651,2.896007,3.165750,3.522888,4.309133,0.000000,0.646000,1.000000,1.000000,1.000000
6.296498,2.074046,0.017252,0.046295,0.002421,0.491679,0.555042,0.588785,0.618741,0.649305,0.693122,0.768261,1.000000,1.000000,1.000000,1.000000,1.000000,2.084374,2.420303,2.625005,2.892235,3.158738,3.532367,4.260384,0.000000,0.655000,1.000000,1.000000,1.000000
6.325591,2.083629,0.017332,0.046509,0.002432,0.493837,0.553609,0.587182,0.618060,0.646757,0.692052,0.768684,1.000000,1.000000,1.000000,1.000000,1.000000,2.067534,2.413102,2.616012,2.887214,3.151379,3.517974,4.183884,0.000000,0.659000,1.000000,1.000000,1.000000
6.354818,2.093256,0.017412,0.046724,0.002443,0.490229,0.552238,0.584711,0.613224,0.641641,0.689607,0.765888,1.000000,1.000000,1.000000,1.000000,1.000000,2.063331,2.400928,2.618780,2.886730,3.138902,3.492022,4.168477,0.000000,0.662000,1.000000,1.000000,1.000000
6.384180,2.102928,0.017492,0.046940,0.002454,0.488879,0.548882,0.581742,0.610571,0.641112,0.686741,0.766080,1.000000,1.000000,1.000000,1.000000,1.000000,2.060782,2.392028,2.608475,2.869585,3.118095,3.482577,4.138084,0.000000,0.681000,1.000000,1.000000,1.000000
6.413677,2.112644,0.017573,0.047157,0.002466,0.487487,0.548333,0.579846,0.609463,0.638581,0.686474,0.765147,1.000000,1.000000,1.000000,1.000000,1.000000,2.074893,2.391009,2.606235,2.858086,3.098087,3.475663,4.125268,0.000000,0.687000,1.000000,1.000000,1.000000
6.443311,2.122405,0.017654,0.047375,0.002477,0.483141,0.547485,0.578704,0.606724,0.637122,0.685822,0.763076,1.000000,1.000000,1.000000,1.000000,1.000000,2.044420,2.382307,2.594206,2.843961,3.089735,3.454851,4.099095,0.000000,0.694000,1.000000,1.000000,1.000000
6.473082,2.132212,0.017736,0.047594,0.002489,0.480320,0.545934,0.576800,0.604653,0.636468,0.683310,0.761000,1.000000,1.000000,1.000000,1.000000,1.000000,2.016182,2.374856,2.582416,2.834504,3.088776,3.447058,4.085174,0.000000,0.691000,1.000000,1.000000,1.000000
6.502990,2.142064,0.017818,0.047814,0.002500,0.479389,0.544746,0.575189,0.603176,0.634704,0.681796,0.755807,1.000000,1.000000,1.000000,1.000000,1.000000,2.003392,2.363990,2.578682,2.835892,3.074053,3.427826,4.097675,0.000000,0.696000,1.000000,1.000000,1.000000
6.533037,2.151961,0.017900,0.048034,0.002512,0.480202,0.542199,0.571957,0.600528,0.632274,0.677238,0.749075,1.000000,1.000000,1.000000,1.000000,1.000000,2.003176,2.342289,2.566563,2.815305,3.062471,3.401260,4.082016,0.000000,0.705000,1.000000,1.000000,1.000000
6.563222,2.161904,0.017983,0.048256,0.002523,0.481269,0.537970,0.570529,0.598416,0.630685,0.674001,0.747130,1.000000,1.000000,1.000000,1.000000,1.000000,2.005983,2.317413,2.557519,2.807364,3.062126,3.393868,4.060347,0.000000,0.703000,1.000000,1.000000,1.000000
6.593547,2.171893,0.018066,0.048479,0.002535,0.475822,0.535371,0.567810,0.595125,0.628355,0.673668,0.747292,1.000000,1.000000,1.000000,1.000000,1.000000,2.007959,2.316056,2.547617,2.790368,3.056424,3.371178,3.990810,0.000000,0.714000,1.000000,1.000000,1.000000
6.624012,2.181928,0.018150,0.048703,0.002547,0.476030,0.532632,0.564369,0.592998,0.626124,0.670790,0.745378,1.000000,1.000000,1.000000,1.000000,1.000000,1.998853,2.320200,2.536770,2.771498,3.042975,3.350380,3.977917,0.000000,0.727000,1.000000,1.000000,1.000000
6.654618,2.192009,0.018233,0.048928,0.002558,0.475615,0.531602,0.561843,0.591236,0.622815,0.667716,0.741666,1.000000,1.000000,1.000000,1.000000,1.000000,1.990777,2.305959,2.530298,2.756618,3.017674,3.339273,3.973139,0.000000,0.731000,1.000000,1.000000,1.000000
6.685365,2.202137,0.018318,0.049154,0.002570,0.470673,0.530990,0.559982,0.589014,0.621959,0.662532,0.738983,1.000000,1.000000,1.000000,1.000000,1.000000,1.978174,2.297067,2.522193,2.755514,3.009101,3.315050,3.966444,0.000000,0.735000,1.000000,1.000000,1.000000
6.716254,2.212312,0.018402,0.049382,0.002582,0.470275,0.527670,0.558375,0.587067,0.617570,0.659955,0.738084,1.000000,1.000000,1.000000,1.000000,1.000000,1.974123,2.305382,2.517218,2.748686,3.002857,3.294558,3.966511,0.000000,0.750000,1.000000,1.000000,1.000000
6.747286,2.222534,0.018487,0.049610,0.002594,0.467967,0.527579,0.554910,0.585798,0.613878,0.657045,0.736151,1.000000,1.000000,1.000000,1.000000,1.000000,1.966641,2.294459,2.506430,2.736948,2.986147,3.294827,3.948596,0.000000,0.756000,1.000000,1.000000,1.000000
6.778461,2.232803,0.018573,0.049839,0.002606,0.463601,0.523314,0.552608,0.584530,0.612267,0.652895,0.732384,1.000000,1.000000,1.000000,1.000000,1.000000,1.962365,2.273802,2.498043,2.734018,2.986605,3.262661,3.943307,0.000000,0.760000,1.000000,1.000000,1.000000
6.809781,2.243119,0.018659,0.050069,0.002618,0.462717,0.521910,0.551579,0.582983,0.610076,0.651872,0.730483,1.000000,1.000000,1.000000,1.000000,1.000000,1.953480,2.272077,2.494735,2.720696,2.988276,3.272807,3.914144,0.000000,0.761000,1.000000,1.000000,1.000000
6.841245,2.253484,0.018745,0.050301,0.002630,0.461751,0.519451,0.551211,0.579178,0.608001,0.650840,0.728169,1.000000,1.000000,1.000000,1.000000,1.000000,1.960284,2.264833,2.473927,2.710584,2.968659,3.246070,3.882772,0.000000,0.766000,1.000000,1.000000,1.000000
6.872854,2.263896,0.018831,0.050533,0.002642,0.459637,0.518564,0.548175,0.576996,0.606271,0.647764,0.724958,1.000000,1.000000,1.000000,1.000000,1.000000,1.944614,2.246006,2.466543,2.700765,2.967373,3.223647,3.862619,0.000000,0.766000,1.000000,1.000000,1.000000
6.904610,2.274356,0.018918,0.050766,0.002655,0.459530,0.514420,0.547995,0.574097,0.604822,0.645971,0.723773,1.000000,1.000000,1.000000,1.000000,1.000000,1.934338,2.240122,2.457720,2.689790,2.955882,3.226486,3.856804,0.000000,0.771000,1.000000,1.000000,1.000000
