Ratio,GaussianRatioBeta,AR1RatioBeta,GaussianRatioTrace,AR1RatioTrace,Gaussian_P05,Gaussian_P20,Gaussian_P35,Gaussian_P50,Gaussian_P65,Gaussian_P80,Gaussian_P95,Gaussian_Prob_Lt_1.00,Gaussian_Prob_Lt_3.16,Gaussian_Prob_Lt_10.00,Gaussian_Prob_Lt_31.62,Gaussian_Prob_Lt_100.00,AR1_P05,AR1_P20,AR1_P35,AR1_P50,AR1_P65,AR1_P80,AR1_P95,AR1_Prob_Lt_1.00,AR1_Prob_Lt_3.16,AR1_Prob_Lt_10.00,AR1_Prob_Lt_31.62,AR1_Prob_Lt_100.00
1.175900,0.387338,0.003222,0.008646,0.000452,5.544815,6.811691,7.814915,8.796188,10.102450,11.970323,15.795197,0.000000,0.000000,0.638000,1.000000,1.000000,26.714493,38.041642,46.123359,54.040880,63.347844,76.996548,111.442758,0.000000,0.000000,0.000000,0.092000,0.921000
1.181333,0.389127,0.003237,0.008686,0.000454,5.350238,6.642644,7.503907,8.571436,9.650507,11.385107,14.990366,0.000000,0.000000,0.679000,1.000000,1.000000,26.282327,37.003109,44.062418,51.503553,61.200850,73.851650,107.397822,0.000000,0.000000,0.000000,0.108000,0.933000
1.186791,0.390925,0.003252,0.008726,0.000456,5.165850,6.358505,7.350639,8.225407,9.281852,10.743572,14.457691,0.000000,0.000000,0.721000,1.000000,1.000000,25.291678,35.268851,42.531758,49.994500,58.599010,70.505795,101.640501,0.000000,0.000000,0.000000,0.137000,0.949000
1.192275,0.392731,0.003267,0.008766,0.000458,4.959418,6.225747,7.163832,8.018056,8.966294,10.356140,13.788552,0.000000,0.000000,0.764000,1.000000,1.000000,25.676493,33.811120,40.801787,48.095525,56.042535,68.071921,98.945418,0.000000,0.000000,0.000000,0.153000,0.953000
1.197784,0.394546,0.003282,0.008807,0.000461,4.959418,6.225747,7.163832,8.018056,8.966294,10.356140,13.788552,0.000000,0.000000,0.764000,1.000000,1.000000,25.676493,33.811120,40.801787,48.095525,56.042535,68.071921,98.945418,0.000000,0.000000,0.000000,0.153000,0.953000
1.203318,0.396369,0.003297,0.008847,0.000463,4.870049,6.054825,6.862881,7.833390,8.590521,10.147137,13.412966,0.000000,0.000000,0.788000,0.999000,1.000000,25.124710,32.217365,38.885756,46.219783,54.087561,65.535829,95.645829,0.000000,0.000000,0.000000,0.184000,0.957000
1.208878,0.398200,0.003312,0.008888,0.000465,4.710026,5.923371,6.683051,7.494645,8.372678,9.781795,13.008966,0.000000,0.000000,0.822000,1.000000,1.000000,24.335381,31.404933,37.576255,45.013678,52.221118,62.661087,92.205667,0.000000,0.000000,0.000000,0.205000,0.962000
1.214463,0.400040,0.003328,0.008929,0.000467,4.710026,5.923371,6.683051,7.494645,8.372678,9.781795,13.008966,0.000000,0.000000,0.822000,1.000000,1.000000,24.335381,31.404933,37.576255,45.013678,52.221118,62.661087,92.205667,0.000000,0.000000,0.000000,0.205000,0.962000
1.220075,0.401889,0.003343,0.008971,0.000469,4.639687,5.764895,6.488222,7.308641,8.151099,9.295944,12.615108,0.000000,0.001000,0.845000,1.000000,1.000000,23.222897,31.029881,36.706671,44.250510,50.645349,60.726052,87.995237,0.000000,0.000000,0.000000,0.212000,0.974000
1.225712,0.403745,0.003358,0.009012,0.000471,4.495411,5.607711,6.289986,7.096438,7.848296,9.012391,12.221370,0.000000,0.001000,0.862000,1.000000,1.000000,22.768457,30.418905,35.680772,42.765528,49.367582,59.667826,87.339016,0.000000,0.000000,0.000000,0.227000,0.976000
1.231375,0.405611,0.003374,0.009054,0.000473,4.495411,5.607711,6.289986,7.096438,7.848296,9.012391,12.221370,0.000000,0.001000,0.862000,1.000000,1.000000,22.768457,30.418905,35.680772,42.765528,49.367582,59.667826,87.339016,0.000000,0.000000,0.000000,0.227000,0.976000
1.237065,0.407485,0.003390,0.009096,0.000476,4.421542,5.465451,6.163397,6.823026,7.692056,8.860884,11.871516,0.000000,0.002000,0.885000,1.000000,1.000000,22.394429,29.457147,35.252479,41.498305,47.813570,57.616995,82.244607,0.000000,0.000000,0.000000,0.246000,0.981000
1.242780,0.409368,0.003405,0.009138,0.000478,4.215432,5.358252,5.976141,6.650773,7.478593,8.680899,11.482838,0.000000,0.003000,0.901000,1.000000,1.000000,21.800595,28.880953,34.768891,40.157412,46.930278,55.904812,82.196786,0.000000,0.000000,0.000000,0.262000,0.984000
1.248523,0.411259,0.003421,0.009180,0.000480,4.185529,5.232684,5.873296,6.540922,7.316405,8.417129,10.949598,0.000000,0.002000,0.910000,1.000000,1.000000,21.238151,28.174722,33.894348,39.459027,45.672851,55.094231,78.402485,0.000000,0.000000,0.000000,0.275000,0.985000
1.254291,0.413159,0.003437,0.009222,0.000482,4.185529,5.232684,5.873296,6.540922,7.316405,8.417129,10.949598,0.000000,0.002000,0.910000,1.000000,1.000000,21.238151,28.174722,33.894348,39.459027,45.672851,55.094231,78.402485,0.000000,0.000000,0.000000,0.275000,0.985000
1.260087,0.415068,0.003453,0.009265,0.000484,4.070488,5.101074,5.760047,6.337145,7.111454,8.230213,10.608754,0.000000,0.004000,0.922000,1.000000,1.000000,20.813312,27.446487,32.914347,38.420541,44.093472,53.678904,74.644017,0.000000,0.000000,0.000000,0.305000,0.989000
1.265909,0.416986,0.003469,0.009308,0.000487,4.002400,5.005658,5.626485,6.186575,6.883660,8.023267,10.446168,0.000000,0.006000,0.934000,1.000000,1.000000,20.112362,26.920602,32.233391,37.233103,42.921806,51.848213,71.337748,0.000000,0.000000,0.000000,0.329000,0.991000
1.271758,0.418913,0.003485,0.009351,0.000489,4.002400,5.005658,5.626485,6.186575,6.883660,8.023267,10.446168,0.000000,0.006000,0.934000,1.000000,1.000000,20.112362,26.920602,32.233391,37.233103,42.921806,51.848213,71.337748,0.000000,0.000000,0.000000,0.329000,0.991000
1.277634,0.420848,0.003501,0.009394,0.000491,3.909123,4.900239,5.493241,6.067955,6.753614,7.797814,10.392669,0.000000,0.007000,0.939000,1.000000,1.000000,20.022832,26.433214,31.484164,36.479123,42.199000,50.465263,69.017666,0.000000,0.000000,0.000000,0.355000,0.994000
1.283537,0.422793,0.003517,0.009437,0.000493,3.886576,4.782567,5.359141,5.921873,6.616122,7.599625,10.048371,0.000000,0.011000,0.949000,1.000000,1.000000,19.798809,25.975376,30.807644,35.019003,40.759073,48.587087,66.748055,0.000000,0.000000,0.000000,0.373000,0.997000
1.289468,0.424746,0.003533,0.009481,0.000496,3.840270,4.709402,5.260646,5.814151,6.448299,7.383048,9.669260,0.000000,0.009000,0.955000,1.000000,1.000000,19.077024,25.298707,30.077002,34.145832,40.118292,47.404761,65.669703,0.000000,0.000000,0.000000,0.408000,0.998000
1.295425,0.426709,0.003549,0.009525,0.000498,3.840270,4.709402,5.260646,5.814151,6.448299,7.383048,9.669260,0.000000,0.009000,0.955000,1.000000,1.000000,19.077024,25.298707,30.077002,34.145832,40.118292,47.404761,65.669703,0.000000,0.000000,0.000000,0.408000,0.998000
1.301411,0.428680,0.003566,0.009569,0.000500,3.758472,4.594151,5.129301,5.665800,6.283026,7.191252,9.165180,0.000000,0.014000,0.969000,1.000000,1.000000,18.562630,24.986454,29.006391,33.772612,38.926996,46.672725,63.888126,0.000000,0.000000,0.000000,0.425000,0.997000
1.307424,0.430661,0.003582,0.009613,0.000503,3.722966,4.488630,5.041132,5.561166,6.114313,7.001891,9.035812,0.000000,0.015000,0.977000,1.000000,1.000000,18.104871,24.469937,28.370430,32.894058,38.258015,45.997642,61.879325,0.000000,0.000000,0.000000,0.460000,0.997000
1.313465,0.432651,0.003599,0.009657,0.000505,3.624880,4.404728,4.934580,5.477570,6.027856,6.868873,8.798045,0.000000,0.018000,0.980000,1.000000,1.000000,17.924701,23.897342,27.879387,31.771264,36.967747,44.228542,61.510168,0.000000,0.000000,0.000000,0.496000,0.997000
1.319533,0.434650,0.003615,0.009702,0.000507,3.624880,4.404728,4.934580,5.477570,6.027856,6.868873,8.798045,0.000000,0.018000,0.980000,1.000000,1.000000,17.924701,23.897342,27.879387,31.771264,36.967747,44.228542,61.510168,0.000000,0.000000,0.000000,0.496000,0.997000
1.325630,0.436658,0.003632,0.009747,0.000510,3.500425,4.368791,4.858940,5.356264,5.882801,6.741799,8.397440,0.000000,0.020000,0.983000,1.000000,1.000000,17.780983,23.433852,27.161052,31.391401,36.235918,42.778464,60.703426,0.000000,0.000000,0.000000,0.509000,0.997000
1.331755,0.438676,0.003649,0.009792,0.000512,3.421210,4.274800,4.758541,5.235640,5.811584,6.577362,8.194279,0.000000,0.023000,0.985000,1.000000,1.000000,17.652926,22.931986,26.581747,30.857522,35.287174,42.078997,59.268863,0.000000,0.000000,0.000000,0.529000,0.998000
1.337909,0.440703,0.003666,0.009837,0.000514,3.407051,4.170971,4.689081,5.127347,5.701491,6.454658,8.003403,0.000000,0.024000,0.988000,1.000000,1.000000,17.276066,22.261083,26.178193,30.255754,34.668490,40.993150,57.999554,0.000000,0.000000,0.000000,0.555000,0.998000
1.344090,0.442739,0.003683,0.009882,0.000517,3.314061,4.106382,4.587890,5.034567,5.597461,6.293279,7.902204,0.000000,0.028000,0.992000,1.000000,1.000000,16.845067,21.980469,25.605409,29.483038,33.913056,40.860609,55.778805,0.000000,0.000000,0.000000,0.574000,0.998000
1.350301,0.444785,0.003700,0.009928,0.000519,3.314061,4.106382,4.587890,5.034567,5.597461,6.293279,7.902204,0.000000,0.028000,0.992000,1.000000,1.000000,16.845067,21.980469,25.605409,29.483038,33.913056,40.860609,55.778805,0.000000,0.000000,0.000000,0.574000,0.998000
1.356539,0.446840,0.003717,0.009974,0.000522,3.310164,4.017282,4.516785,4.964187,5.531389,6.199913,7.856481,0.000000,0.032000,0.991000,1.000000,1.000000,16.353414,21.550750,24.975562,28.786559,33.110474,39.988823,54.547571,0.000000,0.000000,0.000000,0.593000,0.998000
1.362807,0.448904,0.003734,0.010020,0.000524,3.247193,3.931792,4.445084,4.846834,5.435917,6.111004,7.670770,0.000000,0.038000,0.990000,1.000000,1.000000,16.175771,21.272018,24.521375,28.156780,32.883544,38.650288,53.284660,0.000000,0.000000,0.000000,0.611000,0.998000
1.369104,0.450978,0.003751,0.010066,0.000526,3.203120,3.885425,4.388443,4.804279,5.330252,5.972334,7.571857,0.000000,0.041000,0.992000,1.000000,1.000000,15.937537,20.776558,24.004055,27.362810,32.083463,37.329127,52.547566,0.000000,0.000000,0.000000,0.646000,0.998000
1.375430,0.453062,0.003769,0.010113,0.000529,3.203120,3.885425,4.388443,4.804279,5.330252,5.972334,7.571857,0.000000,0.041000,0.992000,1.000000,1.000000,15.937537,20.776558,24.004055,27.362810,32.083463,37.329127,52.547566,0.000000,0.000000,0.000000,0.646000,0.998000
1.381785,0.455155,0.003786,0.010160,0.000531,3.204064,3.853854,4.305820,4.712743,5.216616,5.893001,7.425967,0.000000,0.045000,0.994000,1.000000,1.000000,15.803026,20.766050,23.537373,26.928415,31.071260,37.066427,50.594470,0.000000,0.000000,0.000000,0.658000,0.999000
1.388169,0.457258,0.003804,0.010207,0.000534,3.142450,3.766791,4.219783,4.659359,5.158387,5.768138,7.322928,0.000000,0.052000,0.998000,1.000000,1.000000,15.399001,20.391185,23.390005,26.700431,30.773584,36.381382,48.850202,0.000000,0.000000,0.000000,0.671000,0.999000
1.394583,0.459371,0.003821,0.010254,0.000536,3.090086,3.710366,4.162290,4.539832,5.057806,5.626076,7.092294,0.000000,0.059000,0.998000,1.000000,1.000000,15.224470,19.984139,22.670075,26.043840,29.989340,35.916150,48.072161,0.000000,0.000000,0.000000,0.691000,0.999000
1.401027,0.461494,0.003839,0.010301,0.000539,2.993201,3.653652,4.081411,4.433986,4.953848,5.596301,6.869967,0.000000,0.071000,0.998000,1.000000,1.000000,14.881792,19.704289,22.384442,25.771746,29.754367,35.400599,47.853798,0.000000,0.000000,0.000000,0.702000,0.998000
1.407500,0.463626,0.003857,0.010349,0.000541,2.993201,3.653652,4.081411,4.433986,4.953848,5.596301,6.869967,0.000000,0.071000,0.998000,1.000000,1.000000,14.881792,19.704289,22.384442,25.771746,29.754367,35.400599,47.853798,0.000000,0.000000,0.000000,0.702000,0.998000
1.414003,0.465768,0.003874,0.010397,0.000544,2.926886,3.608267,3.984393,4.382633,4.865660,5.481302,6.827990,0.000000,0.080000,0.999000,1.000000,1.000000,14.926767,19.279035,22.166152,25.392765,28.995282,34.899739,46.808242,0.000000,0.000000,0.000000,0.719000,0.998000
1.420537,0.467920,0.003892,0.010445,0.000546,2.904647,3.538323,3.942318,4.305490,4.779187,5.322298,6.633382,0.000000,0.092000,0.998000,1.000000,1.000000,14.662133,18.759605,21.969670,24.797998,28.687043,34.123965,45.951020,0.000000,0.000000,0.001000,0.735000,0.998000
1.427100,0.470082,0.003910,0.010493,0.000549,2.892629,3.458697,3.896588,4.259548,4.712380,5.257813,6.610225,0.000000,0.108000,0.999000,1.000000,1.000000,14.414374,18.364407,21.708443,24.521045,28.182955,33.577547,44.837236,0.000000,0.000000,0.001000,0.755000,0.998000
1.433694,0.472254,0.003928,0.010541,0.000551,2.803057,3.413186,3.837254,4.223035,4.646713,5.190286,6.390130,0.000000,0.120000,0.999000,1.000000,1.000000,14.191045,18.393937,21.436567,24.036922,27.803821,33.172704,42.961666,0.000000,0.000000,0.002000,0.771000,0.998000
1.440318,0.474436,0.003946,0.010590,0.000554,2.764788,3.371480,3.765295,4.161174,4.562463,5.116550,6.238639,0.000000,0.131000,0.999000,1.000000,1.000000,13.813934,18.016161,21.008486,23.730356,27.359271,32.260557,42.193624,0.000000,0.000000,0.003000,0.787000,0.999000
1.446973,0.476628,0.003965,0.010639,0.000556,2.764788,3.371480,3.765295,4.161174,4.562463,5.116550,6.238639,0.000000,0.131000,0.999000,1.000000,1.000000,13.813934,18.016161,21.008486,23.730356,27.359271,32.260557,42.193624,0.000000,0.000000,0.003000,0.787000,0.999000
1.453659,0.478830,0.003983,0.010688,0.000559,2.777877,3.347385,3.694119,4.098445,4.485487,5.035130,6.199333,0.000000,0.145000,1.000000,1.000000,1.000000,13.717037,17.878372,20.699120,23.370159,26.760451,31.917424,42.163551,0.000000,0.000000,0.003000,0.795000,0.999000
1.460375,0.481043,0.004001,0.010737,0.000561,2.730944,3.301000,3.655446,4.042176,4.418788,4.956351,6.052934,0.000000,0.158000,1.000000,1.000000,1.000000,13.432781,17.617671,20.446914,23.142252,26.295258,30.864700,41.725922,0.000000,0.000000,0.004000,0.810000,0.999000
1.467123,0.483265,0.004020,0.010787,0.000564,2.699793,3.239794,3.591600,3.968021,4.330112,4.871006,6.034467,0.000000,0.176000,1.000000,1.000000,1.000000,13.303340,17.372937,20.168184,22.708929,25.793887,30.687645,41.182736,0.000000,0.000000,0.005000,0.816000,1.000000
1.473902,0.485498,0.004038,0.010837,0.000567,2.673998,3.186782,3.555517,3.891240,4.307010,4.797776,5.880942,0.000000,0.188000,1.000000,1.000000,1.000000,13.116677,17.214088,20.015982,22.199196,25.464095,29.851942,40.733280,0.000000,0.000000,0.005000,0.836000,1.000000
1.480712,0.487742,0.004057,0.010887,0.000569,2.615060,3.139947,3.493739,3.849368,4.242998,4.750811,5.853648,0.000000,0.210000,1.000000,1.000000,1.000000,12.942556,16.874322,19.699497,22.037746,25.018964,29.422810,40.669801,0.000000,0.000000,0.006000,0.848000,1.000000
1.487553,0.489995,0.004076,0.010937,0.000572,2.615060,3.139947,3.493739,3.849368,4.242998,4.750811,5.853648,0.000000,0.210000,1.000000,1.000000,1.000000,12.942556,16.874322,19.699497,22.037746,25.018964,29.422810,40.669801,0.000000,0.000000,0.006000,0.848000,1.000000
1.494426,0.492259,0.004095,0.010988,0.000575,2.599679,3.118915,3.454590,3.808146,4.198340,4.668705,5.758620,0.000000,0.223000,1.000000,1.000000,1.000000,12.644866,16.791697,19.216727,21.753400,24.617913,28.879416,40.513873,0.000000,0.000000,0.008000,0.852000,1.000000
1.501331,0.494534,0.004114,0.011039,0.000577,2.595084,3.087132,3.412658,3.750353,4.088477,4.576991,5.705802,0.000000,0.238000,1.000000,1.000000,1.000000,12.549009,16.581641,18.991061,21.578574,24.176019,28.652497,39.035075,0.000000,0.000000,0.008000,0.864000,1.000000
1.508268,0.496818,0.004133,0.011090,0.000580,2.572023,3.046410,3.369039,3.674136,4.043377,4.523968,5.566435,0.000000,0.255000,1.000000,1.000000,1.000000,12.700546,16.367254,18.837052,21.190912,23.855794,27.985436,38.318883,0.000000,0.000000,0.007000,0.881000,1.000000
1.515237,0.499114,0.004152,0.011141,0.000583,2.530740,3.007088,3.334697,3.638567,3.962461,4.434334,5.442669,0.000000,0.276000,1.000000,1.000000,1.000000,12.677472,16.155500,18.425543,20.818577,23.559760,27.679600,38.202611,0.000000,0.000000,0.007000,0.883000,1.000000
1.522238,0.501420,0.004171,0.011192,0.000585,2.519532,2.978845,3.295490,3.581670,3.929328,4.360382,5.374242,0.000000,0.291000,1.000000,1.000000,1.000000,12.564535,15.800625,18.164304,20.545965,23.233064,27.493248,37.598971,0.000000,0.000000,0.008000,0.895000,1.000000
1.529271,0.503737,0.004190,0.011244,0.000588,2.460844,2.937682,3.236167,3.524064,3.881074,4.313812,5.204282,0.000000,0.313000,1.000000,1.000000,1.000000,12.427652,15.407217,17.836552,20.301991,23.155602,27.155336,37.040972,0.000000,0.000000,0.010000,0.896000,1.000000
1.536337,0.506064,0.004210,0.011296,0.000591,2.413901,2.892308,3.210016,3.488860,3.823790,4.276775,5.121803,0.000000,0.327000,1.000000,1.000000,1.000000,12.313154,15.174049,17.539099,19.994403,22.760833,26.782958,36.362668,0.000000,0.000000,0.011000,0.904000,1.000000
1.543436,0.508403,0.004229,0.011348,0.000593,2.413901,2.892308,3.210016,3.488860,3.823790,4.276775,5.121803,0.000000,0.327000,1.000000,1.000000,1.000000,12.313154,15.174049,17.539099,19.994403,22.760833,26.782958,36.362668,0.000000,0.000000,0.011000,0.904000,1.000000
1.550567,0.510752,0.004249,0.011401,0.000596,2.373196,2.857545,3.184923,3.447194,3.730128,4.224621,4.993367,0.000000,0.340000,1.000000,1.000000,1.000000,12.200993,15.100706,17.542250,19.782858,22.443702,26.153500,36.008222,0.000000,0.000000,0.014000,0.909000,1.000000
1.557731,0.513111,0.004268,0.011453,0.000599,2.363823,2.846068,3.157907,3.418080,3.712140,4.161544,5.012980,0.000000,0.353000,1.000000,1.000000,1.000000,11.933699,14.986501,17.361580,19.636217,22.148074,26.092574,35.277169,0.000000,0.000000,0.017000,0.914000,1.000000
1.564928,0.515482,0.004288,0.011506,0.000602,2.362893,2.819530,3.107266,3.370029,3.657224,4.116819,4.907238,0.000000,0.382000,1.000000,1.000000,1.000000,11.777160,14.883267,16.934711,19.524007,21.860333,25.656814,35.080641,0.000000,0.000000,0.018000,0.921000,1.000000
1.572159,0.517864,0.004308,0.011559,0.000604,2.335658,2.784554,3.077064,3.327525,3.631605,4.030091,4.885181,0.000000,0.402000,1.000000,1.000000,1.000000,11.572182,14.677858,16.708413,19.155950,21.474737,25.168326,34.631376,0.000000,0.000000,0.019000,0.921000,1.000000
1.579423,0.520257,0.004328,0.011613,0.000607,2.323074,2.762063,3.033748,3.289235,3.566875,3.980069,4.789494,0.000000,0.422000,1.000000,1.000000,1.000000,11.135617,14.538555,16.650042,18.828226,21.187158,24.758351,33.952522,0.000000,0.000000,0.020000,0.927000,1.000000
1.586721,0.522661,0.004348,0.011666,0.000610,2.263463,2.738859,2.992273,3.262657,3.539033,3.947800,4.739998,0.000000,0.437000,1.000000,1.000000,1.000000,11.137936,14.407750,16.434101,18.471157,20.974688,24.612834,33.807606,0.000000,0.000000,0.019000,0.933000,1.000000
1.594052,0.525075,0.004368,0.011720,0.000613,2.242800,2.719540,2.958629,3.218537,3.518749,3.933213,4.708129,0.000000,0.466000,1.000000,1.000000,1.000000,10.966043,14.201603,16.164843,18.282348,20.694062,24.460115,32.912447,0.000000,0.000000,0.021000,0.940000,1.000000
1.601417,0.527502,0.004388,0.011774,0.000616,2.220367,2.677861,2.932679,3.178184,3.471097,3.871184,4.660125,0.000000,0.491000,1.000000,1.000000,1.000000,10.929395,13.937068,15.830732,18.026402,20.431231,24.006801,32.657207,0.000000,0.000000,0.021000,0.944000,1.000000
1.608816,0.529939,0.004408,0.011829,0.000619,2.205630,2.659449,2.907127,3.155289,3.407846,3.844867,4.628486,0.000000,0.504000,1.000000,1.000000,1.000000,10.925358,13.669131,15.789645,17.738128,20.410030,23.771227,32.295142,0.000000,0.000000,0.021000,0.945000,1.000000
1.616250,0.532387,0.004428,0.011884,0.000621,2.203507,2.645920,2.876313,3.117937,3.371885,3.806415,4.559213,0.000000,0.517000,1.000000,1.000000,1.000000,10.755379,13.585135,15.478405,17.516616,20.081896,23.466815,31.435470,0.000000,0.000000,0.024000,0.952000,1.000000
1.623718,0.534847,0.004449,0.011938,0.000624,2.203507,2.645920,2.876313,3.117937,3.371885,3.806415,4.559213,0.000000,0.517000,1.000000,1.000000,1.000000,10.755379,13.585135,15.478405,17.516616,20.081896,23.466815,31.435470,0.000000,0.000000,0.024000,0.952000,1.000000
1.631220,0.537318,0.004469,0.011994,0.000627,2.191263,2.618699,2.849903,3.101477,3.354615,3.764850,4.490476,0.000000,0.543000,1.000000,1.000000,1.000000,10.712834,13.330273,15.338376,17.369730,19.745262,22.958609,31.981839,0.000000,0.000000,0.026000,0.948000,1.000000
1.638757,0.539801,0.004490,0.012049,0.000630,2.181128,2.594493,2.823998,3.071335,3.326964,3.701801,4.401109,0.000000,0.555000,1.000000,1.000000,1.000000,10.789945,13.183555,15.197481,17.072944,19.525079,22.462727,31.160764,0.000000,0.000000,0.028000,0.951000,1.000000
1.646329,0.542295,0.004511,0.012105,0.000633,2.161580,2.569325,2.797045,3.036094,3.290066,3.653393,4.416490,0.000000,0.576000,1.000000,1.000000,1.000000,10.575467,13.102971,15.131741,16.951284,19.155677,22.155960,31.001907,0.000000,0.000000,0.035000,0.954000,1.000000
1.653935,0.544801,0.004532,0.012161,0.000636,2.133970,2.545921,2.778149,2.997859,3.259348,3.614573,4.395921,0.000000,0.593000,1.000000,1.000000,1.000000,10.522330,12.963938,14.859488,16.712046,18.992686,21.792978,30.494143,0.000000,0.000000,0.039000,0.959000,1.000000
1.661577,0.547318,0.004553,0.012217,0.000639,2.126613,2.524181,2.749611,2.975948,3.226492,3.570658,4.278180,0.000000,0.608000,1.000000,1.000000,1.000000,10.375338,12.787691,14.736604,16.459875,18.793206,21.923540,29.860574,0.000000,0.000000,0.038000,0.963000,1.000000
1.669254,0.549847,0.004574,0.012273,0.000642,2.114794,2.502590,2.732246,2.946762,3.204387,3.526384,4.249089,0.000000,0.623000,1.000000,1.000000,1.000000,10.133669,12.712053,14.699859,16.378646,18.516256,21.836216,29.616222,0.000000,0.000000,0.046000,0.965000,1.000000
1.676967,0.552387,0.004595,0.012330,0.000645,2.079322,2.476351,2.711625,2.912528,3.175202,3.504122,4.185293,0.000000,0.641000,1.000000,1.000000,1.000000,10.070875,12.586927,14.435247,16.313727,18.273987,21.372160,29.337022,0.000000,0.000000,0.047000,0.966000,1.000000
1.684715,0.554940,0.004616,0.012387,0.000648,2.060075,2.456097,2.675361,2.887721,3.123741,3.450821,4.135768,0.000000,0.665000,1.000000,1.000000,1.000000,10.091084,12.403044,14.233511,16.117011,18.139439,21.355858,28.640723,0.000000,0.000000,0.050000,0.972000,1.000000
1.692499,0.557504,0.004637,0.012444,0.000651,2.046246,2.414202,2.645347,2.856880,3.092161,3.434337,4.067392,0.000000,0.677000,1.000000,1.000000,1.000000,9.923159,12.485582,14.096765,15.974131,17.897214,21.093514,28.160665,0.000000,0.000000,0.053000,0.976000,1.000000
1.700319,0.560080,0.004659,0.012502,0.000654,2.030202,2.399910,2.626988,2.824771,3.062306,3.391906,4.066498,0.000000,0.697000,1.000000,1.000000,1.000000,9.861817,12.461192,13.912918,15.744941,17.733668,20.777994,27.677663,0.000000,0.000000,0.057000,0.976000,1.000000
1.708176,0.562667,0.004680,0.012559,0.000657,2.023676,2.366277,2.599576,2.797823,3.054638,3.353740,3.974338,0.000000,0.709000,1.000000,1.000000,1.000000,9.889777,12.291133,13.741880,15.530395,17.626126,20.542772,27.572783,0.000000,0.000000,0.056000,0.979000,1.000000
1.716068,0.565267,0.004702,0.012617,0.000660,2.016438,2.345236,2.577382,2.783306,3.027250,3.327273,3.929100,0.000000,0.718000,1.000000,1.000000,1.000000,9.676722,12.148547,13.694717,15.338294,17.450006,20.374700,27.433303,0.000000,0.000000,0.062000,0.976000,1.000000
1.723997,0.567879,0.004724,0.012676,0.000663,1.994489,2.317535,2.562713,2.762035,2.990380,3.291087,3.897367,0.000000,0.729000,1.000000,1.000000,1.000000,9.561089,12.024189,13.526265,15.238474,17.103298,20.119807,26.639644,0.000000,0.000000,0.070000,0.981000,1.000000
1.731963,0.570503,0.004746,0.012734,0.000666,1.981559,2.317126,2.544682,2.743525,2.969025,3.266630,3.918876,0.000000,0.748000,1.000000,1.000000,1.000000,9.376508,11.915203,13.405952,15.083283,16.968897,19.963702,26.492392,0.000000,0.000000,0.083000,0.983000,1.000000
1.739965,0.573139,0.004767,0.012793,0.000669,1.981117,2.297049,2.519287,2.724979,2.943450,3.241642,3.865726,0.000000,0.761000,1.000000,1.000000,1.000000,9.286742,11.836783,13.319454,15.019393,16.860878,19.788826,26.474522,0.000000,0.000000,0.082000,0.984000,1.000000
1.748004,0.575787,0.004789,0.012852,0.000672,1.940173,2.267580,2.492919,2.689577,2.918134,3.207925,3.839941,0.000000,0.778000,1.000000,1.000000,1.000000,9.228864,11.661229,13.197220,14.778526,16.802713,19.684239,26.254946,0.000000,0.000000,0.090000,0.984000,1.000000
1.756081,0.578447,0.004812,0.012912,0.000675,1.924719,2.256822,2.476673,2.673160,2.898966,3.170639,3.826990,0.000000,0.795000,1.000000,1.000000,1.000000,9.198950,11.559181,13.049854,14.642807,16.510158,19.356510,26.265255,0.000000,0.000000,0.089000,0.984000,1.000000
1.764195,0.581120,0.004834,0.012971,0.000678,1.905667,2.233227,2.454367,2.659012,2.866828,3.169569,3.793236,0.000000,0.796000,1.000000,1.000000,1.000000,9.057126,11.398421,12.931645,14.575388,16.355004,18.998419,25.679565,0.000000,0.000000,0.097000,0.984000,1.000000
1.772346,0.583805,0.004856,0.013031,0.000681,1.887870,2.226718,2.436280,2.627098,2.847035,3.152670,3.733780,0.000000,0.804000,1.000000,1.000000,1.000000,8.955890,11.214471,12.792155,14.355378,16.181927,18.997684,25.489281,0.000000,0.000000,0.100000,0.986000,1.000000
1.780535,0.586502,0.004879,0.013091,0.000685,1.888978,2.224052,2.418358,2.600085,2.825001,3.098298,3.699138,0.000000,0.823000,1.000000,1.000000,1.000000,8.880954,11.156634,12.689928,14.202849,16.028972,18.854265,25.626331,0.000000,0.000000,0.106000,0.987000,1.000000
1.788762,0.589212,0.004901,0.013152,0.000688,1.869630,2.198679,2.401023,2.586581,2.789637,3.068941,3.648823,0.000000,0.840000,1.000000,1.000000,1.000000,8.776603,11.006651,12.605428,14.159501,15.951490,18.603108,25.196722,0.000000,0.000000,0.113000,0.987000,1.000000
1.797027,0.591935,0.004924,0.013213,0.000691,1.847279,2.180754,2.383094,2.570390,2.765058,3.052047,3.623939,0.000000,0.850000,1.000000,1.000000,1.000000,8.748235,10.904885,12.553889,14.065827,15.725533,18.559419,24.426134,0.000000,0.000000,0.118000,0.991000,1.000000
1.805330,0.594670,0.004947,0.013274,0.000694,1.838087,2.166290,2.364810,2.559092,2.758065,3.022216,3.597596,0.000000,0.864000,1.000000,1.000000,1.000000,8.677055,10.789530,12.438494,13.925110,15.556074,18.244581,24.321267,0.000000,0.000000,0.121000,0.989000,1.000000
