Ratio,Volterra,NARMAX
2,0.08532035106499886,9.225072646398907
5,0.07380846483258716,5.113450060888728
10,0.027631788630736034,5.1646006087166745
20,0.02141150999601058,2.2251871568846755
50,0.012855911051948079,1.6478214745718958
